"","decimalLongitude","decimalLatitude"
"1",9.655556,44.151943
"2",-8.983334,38.477501
"3",-9.419811,38.73698
"4",11.037315,42.652316
"5",3.838056,43.623611
"6",8.424129,44.244761
"7",15.458717,44.291295
"8",8.582228,44.380626
"9",-8.003422,37.203451
"10",-9.361274,38.939893
"11",3.793184,43.773128
"12",-0.361487,39.126713
"13",3.183975,39.740788
"14",3.311262,39.737885
"15",3.110332,39.736233
"16",3.308773,39.751545
"17",3.103487,39.794903
"18",3.140202,39.762104
"19",3.289976,39.743229
"20",3.136768,39.766457
"21",3.124924,39.772263
"22",3.107232,39.798447
"23",3.166809,39.755638
"24",3.155394,39.8382
"25",3.114023,39.79937
"26",3.134193,39.774109
"27",7.251772,43.769325
"28",4.98122,43.46421
"29",-5.452653,36.76981
"30",7.255712,43.768437
"31",-1.840875,42.720395
"32",-5.457358,36.769205
"33",-5.444576,36.771645
"34",-9.168319,38.709781
"35",3.931323,43.651825
"36",7.299872,43.729728
"37",-8.898269,38.558819
"38",7.253003,43.769012
"39",-8.005058,37.204077
"40",7.036424,43.666523
"41",3.143787,39.852047
"42",-9.241755,39.086829
"43",-9.241534,39.090232
"44",17.062508,43.256969
"45",2.52977,41.765003
"46",2.798982,41.684668
"47",-16.74613,28.364389
"48",4.194824,44.278885
"49",2.610592,39.585719
"50",11.527196,42.707059
"51",3.159096,42.462781
"52",32.340987,35.058623
"53",-9.087712,38.942239
"54",32.572713,34.91174
"55",35.027594,32.757935
"56",-9.233542,38.736668
"57",13.046048,41.350413
"58",13.049197,41.296487
"59",-8.904445,40.179722
"60",-8.860278,40.197224
"61",9.38303,44.29454
"62",9.391417,44.283013
"63",9.38209,44.2924
"64",9.39768,44.29948
"65",9.387442,44.284001
"66",1.839844,41.593078
"67",-8.625463,40.692495
"68",13.616557,43.505315
"69",8.398504,44.184868
"70",35.171969,31.775933
"71",-0.612843,39.350255
"72",32.971386,34.600871
"73",32.987164,34.6034
"74",32.959799,34.60165
"75",-7.328275,43.583037
"76",32.971725,34.600288
"77",13.976389,41.248611
"78",8.24747,44.15491
"79",8.24625,44.14376
"80",8.252082,44.149086
"81",8.25586,44.1461
"82",8.25416,44.14952
"83",3.289976,39.743229
"84",3.107232,39.798447
"85",-6.546489,37.144821
"86",3.085527,39.921059
"87",3.156896,39.760452
"88",3.352332,39.69619
"89",-6.498349,37.125134
"90",3.134365,39.780704
"91",3.140202,39.762104
"92",3.125525,39.782024
"93",3.114023,39.79937
"94",-6.566691,37.0485
"95",3.228264,39.735771
"96",3.124924,39.772263
"97",3.114023,39.79937
"98",3.311262,39.737885
"99",3.234701,39.72673
"100",3.136768,39.766457
"101",3.134365,39.780704
"102",5.24436,43.34369
"103",35.174117,31.771033
"104",-6.043611,37.393612
"105",7.839705,43.833665
"106",7.835521,43.849791
"107",7.836548,43.842777
"108",9.14771,44.39791
"109",9.14332,44.40199
"110",9.14276,44.40691
"111",35.166308,31.80329
"112",-8.202324,37.155186
"113",-6.498349,37.125134
"114",3.136768,39.766457
"115",-6.566691,37.0485
"116",-6.546489,37.144821
"117",-5.66488,36.113491
"118",2.19934,43.30118
"119",5.39074,43.29568
"120",5.39566,43.21649
"121",3.04883,42.9998
"122",5.37756,43.2105
"123",5.5263,43.21599
"124",35.179028,31.7792
"125",1.833144,41.591969
"126",-7.822598,39.051066
"127",2.640652,39.74437
"128",2.516495,39.686438
"129",7.3598,43.724105
"130",2.565248,39.67032
"131",16.844513,40.542255
"132",-8.555707,37.313677
"133",14.406386,44.687409
"134",9.177564,44.313389
"135",7.641078,43.809359
"136",-8.792901,37.48076
"137",-3.763946,43.4676
"138",16.188824,41.736694
"139",9.476059,44.24662
"140",28.231449,36.388832
"141",8.606967,39.356285
"142",9.717337,44.125445
"143",-3.850996,36.782829
"144",3.148328,39.765905
"145",4.43221,44.44506
"146",0.90099,43.14662
"147",3.54387,43.75356
"148",16.89994,40.545869
"149",3.660668,43.678622
"150",-9.186944,38.71611
"151",3.859265,43.671824
"152",8.793121,41.732029
"153",-6.385046,36.902988
"154",35.163905,31.803778
"155",-9.389339,38.792592
"156",-7.941838,37.10292
"157",4.766607,43.688689
"158",9.58419,44.178767
"159",9.261657,44.340647
"160",9.262842,44.348954
"161",9.272166,44.350918
"162",24.71323,41.011578
"163",10.279083,42.787338
"164",24.798546,40.860306
"165",9.277043,42.685707
"166",24.744873,40.991566
"167",2.261971,41.72643
"168",3.316399,39.521337
"169",2.735295,42.605615
"170",2.73327,42.60467
"171",2.740565,42.610155
"172",2.91248,42.841995
"173",2.78042,42.749805
"174",2.531225,42.77864
"175",3.40237,43.65414
"176",2.78661,42.7449
"177",2.594005,42.832005
"178",2.754575,42.611675
"179",3.119405,42.520995
"180",5.43953,43.37455
"181",5.37674,43.2182
"182",5.35401,43.21173
"183",24.414794,35.200702
"184",-16.589326,28.351108
"185",-9.019112,38.460157
"186",-9.03017,38.475902
"187",-9.056677,38.461553
"188",-9.028763,38.4985
"189",8.405641,39.902018
"190",9.138472,41.011297
"191",-5.918957,43.600883
"192",32.421108,34.954762
"193",-5.380744,43.534065
"194",-5.85097,43.656429
"195",37.06689,-0.36158
"196",-0.483806,39.860153
"197",3.119125,39.800002
"198",16.588888,43.134167
"199",-7.979557,37.050392
"200",36.158986,35.551027
"201",3.086372,41.830784
"202",14.51574,44.609735
"203",7.586738,43.794383
"204",11.21716,42.414975
"205",-4.55471,36.953222
"206",7.32567,43.676813
"207",36.8095,-0.675
"208",2.48752,42.743615
"209",2.513275,42.672355
"210",2.611015,42.76453
"211",2.5658,42.699
"212",2.48843,42.73563
"213",5.12991,43.92218
"214",6.94754,43.58532
"215",16.279617,43.382994
"216",14.789113,44.382288
"217",-9.281944,38.8275
"218",-9.288333,38.835556
"219",-9.285556,38.834444
"220",-9.286667,38.836667
"221",-8.920017,39.606495
"222",-9.336389,38.886944
"223",-3.578889,43.461945
"224",1.813089,41.262164
"225",1.81304,41.262051
"226",-7.653056,39.051109
"227",-9.197823,38.601561
"228",-9.215853,39.293853
"229",-9.340789,39.290232
"230",8.050499,43.942894
"231",8.081757,43.974388
"232",8.063687,43.976536
"233",7.849531,43.877914
"234",8.038438,43.967644
"235",8.105932,43.980755
"236",-7.822278,39.051506
"237",-8.458196,40.362308
"238",-8.459457,40.372201
"239",18.355525,40.008662
"240",11.52721,42.707076
"241",-6.001449,37.401488
"242",8.61553,41.900076
"243",-74.018905,11.216328
"244",7.355732,43.76722
"245",2.37963,42.59704
"246",2.390715,42.600525
"247",2.48479,42.63393
"248",2.602865,42.67202
"249",2.648275,42.765965
"250",2.62284,42.72414
"251",2.51614,42.67174
"252",2.66394,42.69658
"253",3.78691,43.76638
"254",5.97332,43.31229
"255",14.161468,45.020612
"256",9.591596,40.750389
"257",7.060192,43.627347
"258",-2.20142,43.307122
"259",-2.200662,43.30723
"260",9.422931,42.744651
"261",10.882178,42.354528
"262",-9.422103,38.692587
"263",-9.231536,39.302906
"264",2.098938,41.419651
"265",-8.986274,38.68628
"266",35.158533,31.785657
"267",1.33199,41.12849
"268",2.776053,42.552087
"269",3.091458,42.51046
"270",5.506278,43.204717
"271",2.092056,41.44724
"272",3.155994,42.303261
"273",7.278653,43.716728
"274",-6.196281,37.53128
"275",24.202967,35.405949
"276",13.568669,45.520063
"277",35.157325,31.773589
"278",15.877873,43.698101
"279",2.97926,43.0863
"280",5.3808,43.28034
"281",2.68698,42.45084
"282",4.193217,44.39522
"283",5.048448,43.415814
"284",10.82578,43.868858
"285",11.527275,42.706912
"286",2.468508,41.700938
"287",5.448767,43.215523
"288",2.122864,41.42317
"289",2.122595,41.423187
"290",6.898033,43.456903
"291",9.442794,42.697067
"292",-9.238611,38.772222
"293",11.008953,43.435906
